timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:56:34.428, 0, 94 %, 83 %, 3567 MiB, 49140 MiB, 88.47 W, 300.00 W, 66, 2460 MHz
2026/09/23 01:56:35.429, 0, 86 %, 76 %, 3567 MiB, 49140 MiB, 278.36 W, 300.00 W, 67, 2475 MHz
2026/09/23 01:56:36.430, 0, 88 %, 76 %, 3567 MiB, 49140 MiB, 275.93 W, 300.00 W, 68, 2445 MHz
2026/09/23 01:56:37.431, 0, 92 %, 78 %, 3567 MiB, 49140 MiB, 280.59 W, 300.00 W, 69, 2370 MHz
2026/09/23 01:56:38.432, 0, 89 %, 76 %, 3567 MiB, 49140 MiB, 278.58 W, 300.00 W, 68, 2505 MHz
2026/09/23 01:56:39.433, 0, 89 %, 78 %, 3567 MiB, 49140 MiB, 277.83 W, 300.00 W, 69, 2520 MHz
2026/09/23 01:56:40.433, 0, 93 %, 83 %, 3567 MiB, 49140 MiB, 278.49 W, 300.00 W, 70, 2265 MHz
2026/09/23 01:56:41.435, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 276.93 W, 300.00 W, 70, 2535 MHz
2026/09/23 01:56:42.437, 0, 89 %, 76 %, 3567 MiB, 49140 MiB, 279.83 W, 300.00 W, 69, 2475 MHz
2026/09/23 01:56:43.438, 0, 96 %, 83 %, 3567 MiB, 49140 MiB, 280.35 W, 300.00 W, 69, 2460 MHz
2026/09/23 01:56:44.438, 0, 91 %, 81 %, 3567 MiB, 49140 MiB, 278.64 W, 300.00 W, 70, 2475 MHz
2026/09/23 01:56:45.439, 0, 88 %, 78 %, 3567 MiB, 49140 MiB, 279.07 W, 300.00 W, 70, 2490 MHz
